iter	RMSE
185	9.792497765
186	9.791884958
187	9.791403376
188	9.79099641
189	9.789851424
190	9.789246914
191	9.788661464
192	9.788417905
193	9.788051503
194	9.786816524
195	9.786072287
196	9.785584777
197	9.784878972
198	9.784371471
199	9.783885938
200	9.783636982
201	9.783447833
202	9.782308883
203	9.781731632
204	9.780465534
205	9.780269147
206	9.779952952
207	9.779533448
208	9.779213893
209	9.778808939
210	9.777679323
211	9.777372382
212	9.777161298
213	9.776841416
214	9.776310318
215	9.776168006
216	9.774858526
217	9.774672551
218	9.774334615
219	9.773657123
220	9.773410974
221	9.773189114
222	9.772568719
223	9.772256837
224	9.771894174
225	9.77116574
226	9.770782028
227	9.770505547
228	9.770326275
229	9.770015003
230	9.769792445
231	9.769304862
232	9.768459253
233	9.767715925
234	9.767483738
235	9.76706693
236	9.766458908
237	9.765431256
238	9.764873151
239	9.764148251
240	9.763491483
241	9.763256541
242	9.762683518
243	9.762498552
244	9.761928805
245	9.76170368
246	9.761281005
247	9.761000396
248	9.760814525
249	9.760595439
250	9.760373606
251	9.759827379
252	9.759720426
253	9.759518169
254	9.758555166
255	9.757937022
256	9.757901488
257	9.757368829
258	9.756804241
259	9.756665316
260	9.756102599
261	9.755926236
262	9.7550132
263	9.754870402
264	9.754620965
265	9.754442875
266	9.754192006
267	9.754012461
268	9.753849879
269	9.7530195
270	9.752296428
271	9.752144419
272	9.751900318
273	9.751408352
274	9.750927379
275	9.750756716
276	9.750409017
277	9.749944238
278	9.749800625
279	9.749711681
280	9.749570034
281	9.749135956
282	9.74900796
283	9.748694643
284	9.748637495
285	9.748506633
286	9.748082667
287	9.747914861
288	9.747616704
289	9.747296014
290	9.747173028
291	9.746867049
292	9.746615727
293	9.746073388
294	9.745724686
295	9.745611735
296	9.745405327
297	9.744959036
298	9.744823272
299	9.744709416
300	9.744598411
301	9.744256091
302	9.744156104
303	9.743653423
304	9.743432793
305	9.743300972
306	9.743198422
307	9.743103853
308	9.743030031
309	9.742732169
310	9.742480174
311	9.742252246
312	9.742173147
313	9.741785011
314	9.741669396
315	9.741576587
316	9.741137421
317	9.740949752
318	9.740883851
319	9.740814431
320	9.740498024
321	9.740244326
322	9.7401617
323	9.739487616
324	9.739403486
325	9.739319742
326	9.739133807
327	9.739088596
328	9.738786384
329	9.738625249
330	9.738076784
331	9.738044572
332	9.737771715
333	9.737646929
334	9.737334462
335	9.737258533
336	9.737080234
337	9.736992541
338	9.736725572
339	9.736579621
340	9.736489755
341	9.73610536
342	9.736043435
343	9.735848321
344	9.735523763
345	9.735294791
346	9.735050599
347	9.734824805
348	9.734684993
349	9.734390484
350	9.734292868
351	9.734253138
352	9.733934772
353	9.733353607
354	9.733317324
355	9.733063257
356	9.73283068
357	9.732751638
358	9.732627672
359	9.732400831
360	9.731875554
361	9.731621338
362	9.731528296
363	9.731434946
364	9.731194273
365	9.730940428
366	9.730822545
367	9.73073909
368	9.730534732
369	9.730391516
370	9.730308042
371	9.730202216
372	9.730115516
373	9.730023195
374	9.729793255
375	9.729732403
376	9.729254727
377	9.729157625
378	9.728893443
379	9.728846231
380	9.728681785
381	9.72860612
382	9.728489249
383	9.728054806
384	9.727975364
385	9.727829485
386	9.727765934
387	9.72770174
388	9.72756933
389	9.727446108
390	9.727414414
391	9.727229934
392	9.727061581
393	9.726987602
394	9.726694129
395	9.726414901
396	9.726172664
397	9.726114305
398	9.725714218
399	9.72565961
400	9.725527213
401	9.725339328
402	9.725084202
403	9.72507112
404	9.725019519
405	9.724848396
406	9.724670505
407	9.72430994
408	9.724261025
409	9.724076818
410	9.724067453
411	9.723902053
412	9.723823079
413	9.723643409
414	9.723412244
415	9.723243752
416	9.723159844
417	9.723147549
418	9.723133358
419	9.723056275
420	9.722941716
421	9.722831948
422	9.722761148
423	9.722615226
424	9.722595969
425	9.722263869
426	9.72216651
427	9.722128408
428	9.722079151
429	9.72195296
430	9.72185225
431	9.72173917
432	9.721634506
433	9.72149702
434	9.721447071
435	9.721283398
436	9.721163053
437	9.720972228
438	9.720863103
439	9.720798889
440	9.720763241
441	9.720672075
442	9.72058622
443	9.720405488
444	9.720367804
445	9.72029703
446	9.719997781
447	9.719968287
448	9.719953053
449	9.719873911
450	9.71979596
451	9.719722311
452	9.719575824
453	9.719513199
454	9.719321581
455	9.719283801
456	9.719228457
457	9.719057185
458	9.71878149
459	9.718709714
460	9.718571313
461	9.718529753
462	9.718379916
463	9.718324548
464	9.718227426
465	9.718184477
466	9.718097311
467	9.718046227
468	9.71801414
469	9.717972724
470	9.717950806
471	9.71793033
472	9.717818669
473	9.71778838
474	9.717771575
475	9.717644057
476	9.717537372
477	9.717487821
478	9.717239614
479	9.71714326
480	9.717008939
481	9.716877049
482	9.716747013
483	9.716640125
484	9.716525004
485	9.716428799
486	9.716285044
487	9.716233697
488	9.716203258
489	9.716191589
490	9.716031963
491	9.715985191
492	9.715870335
493	9.715852545
494	9.715794179
495	9.715660794
496	9.71539349
497	9.715366293
498	9.715319963
499	9.715294828
500	9.715248868
501	9.71518079
502	9.715099314
503	9.715026293
504	9.714981767
505	9.714944237
506	9.714804528
507	9.714757863
508	9.714679722
509	9.71463567
510	9.714604927
511	9.71439451
512	9.714319682
513	9.714184234
514	9.714164727
515	9.714102537
516	9.714013883
517	9.713798942
518	9.713733434
519	9.71368747
520	9.713666169
521	9.713649808
522	9.713555825
523	9.713520174
524	9.713389401
525	9.713311429
526	9.713209609
527	9.7131849
528	9.713077687
529	9.713045597
530	9.712998119
531	9.71297487
532	9.712901017
533	9.712870379
534	9.712832666
535	9.71270913
536	9.71265382
537	9.712581678
538	9.712538248
539	9.712428166
540	9.71226044
541	9.712187533
542	9.712084197
543	9.712000446
544	9.711948219
545	9.711939426
546	9.711928882
547	9.711898734
548	9.711882469
549	9.711853191
550	9.71184666
551	9.71180884
552	9.711795236
553	9.711659829
554	9.711584588
555	9.711562079
556	9.711536965
557	9.711526904
558	9.711440592
559	9.711336067
560	9.71119347
561	9.711166928
562	9.710997732
563	9.710970172
564	9.710954479
565	9.710937303
566	9.710783419
567	9.7107129
568	9.710697555
569	9.710629799
570	9.710560926
571	9.710465681
572	9.71041792
573	9.71040227
574	9.710370188
575	9.710344868
576	9.710281248
577	9.710237998
578	9.710187586
579	9.71016655
580	9.710139192
581	9.710112759
582	9.709998695
583	9.709995191
584	9.709960329
585	9.709909148
586	9.709800099
587	9.709786826
588	9.709774253
589	9.709760831
590	9.709685449
591	9.709675157
592	9.709594292
593	9.709587462
594	9.709565411
595	9.709533278
596	9.709503766
597	9.709487097
598	9.70945541
599	9.709387328
600	9.70937228
601	9.709333551
602	9.709210168
603	9.709178973
604	9.709169497
605	9.709163692
606	9.709110497
607	9.709095406
608	9.70906995
609	9.709050678
610	9.708903648
611	9.708802537
612	9.708739607
613	9.708712789
614	9.708642275
615	9.708626803
616	9.708537345
617	9.708520788
618	9.708510968
619	9.708449295
620	9.708426663
621	9.708386463
622	9.708301626
623	9.708265688
624	9.708232826
625	9.708222275
626	9.708164167
627	9.708032559
628	9.708022181
629	9.707971229
630	9.707908255
631	9.707828897
632	9.707757049
633	9.707751489
634	9.707750201
635	9.707737284
636	9.707682103
637	9.707646424
638	9.707637538
639	9.70758705
640	9.707506773
641	9.707440996
642	9.707387855
643	9.707381145
644	9.707375172
645	9.707299725
646	9.70722116
647	9.707190585
648	9.707115746
649	9.707104673
650	9.707065153
651	9.707061174
652	9.706979626
653	9.706963277
654	9.706866329
655	9.706791647
656	9.70676158
657	9.706735143
658	9.70669372
659	9.70665485
660	9.706648865
661	9.706589267
662	9.706569713
663	9.706511459
664	9.706476749
665	9.706449839
666	9.706385931
667	9.706366919
668	9.706314863
669	9.706311291
670	9.706292963
671	9.706223914
672	9.706146058
673	9.706113031
674	9.706092893
675	9.706019684
676	9.706001002
677	9.705962281
678	9.705951265
679	9.705920431
680	9.705805674
681	9.705693247
682	9.705655595
683	9.705567517
684	9.705539469
685	9.705521076
686	9.705515673
687	9.705513177
688	9.705476801
689	9.70543449
690	9.70537514
691	9.705319406
692	9.705305026
693	9.705302861
694	9.705291763
695	9.705284955
696	9.705283288
697	9.705211982
698	9.705177279
699	9.705147855
700	9.705139449
701	9.705130504
702	9.705105125
703	9.705069936
704	9.70505562
705	9.704989155
706	9.704971403
707	9.704880723
708	9.704814006
709	9.704780161
710	9.704767959
711	9.704761377
712	9.704707714
713	9.704690819
714	9.70465937
715	9.704583417
716	9.704548791
717	9.704489859
718	9.704485906
719	9.704471909
720	9.704468802
721	9.704465363
722	9.70445564
723	9.7044264
724	9.704412004
725	9.704349103
726	9.704347944
727	9.704336198
728	9.704269332
729	9.70425914
730	9.704251902
731	9.704225451
732	9.704125568
733	9.704120018
734	9.7040966
735	9.704084831
736	9.704065643
737	9.704061893
738	9.704028463
739	9.703957133
740	9.703935411
741	9.703930991
742	9.703901904
743	9.703885237
744	9.703851141
745	9.703848973
746	9.703807648
747	9.703803979
748	9.703779531
749	9.703764176
750	9.703758568
751	9.703727473
752	9.703713629
753	9.703687279
754	9.703682668
755	9.703626883
756	9.703558019
757	9.703546414
758	9.703524728
759	9.703467523
760	9.703382773
761	9.703344595
762	9.703316855
763	9.70325109
764	9.703184326
765	9.703180248
766	9.703173932
767	9.703124503
768	9.703120134
769	9.703044222
770	9.703016931
771	9.703003493
772	9.703000351
773	9.702992979
774	9.70292503
775	9.702911148
776	9.702883767
777	9.702834802
778	9.702819987
779	9.702816748
780	9.702815751
781	9.702771236
782	9.702759672
783	9.702748654
784	9.702737118
785	9.702708846
786	9.702703206
787	9.702655301
788	9.702586819
789	9.702553267
790	9.702537731
791	9.702507055
792	9.702448444
793	9.702442645
794	9.702412338
795	9.702411419
796	9.702398242
797	9.702367622
798	9.702362227
799	9.702357237
800	9.702346785
801	9.702341446
802	9.702339816
803	9.70232939
804	9.702326384
805	9.702244204
806	9.702241567
807	9.702237912
808	9.702206095
809	9.702153877
810	9.702138874
811	9.702084235
812	9.702062009
813	9.702016565
814	9.70197418
815	9.701963786
816	9.701956434
817	9.701941889
818	9.701934101
819	9.701883358
820	9.701855805
821	9.701787788
822	9.701746668
823	9.701743373
824	9.70171139
825	9.701701057
826	9.701668092
827	9.701626419
828	9.701571733
829	9.701563585
830	9.701547486
831	9.701520823
832	9.701485635
833	9.701484404
834	9.701450822
835	9.701443092
836	9.701430581
837	9.701423123
838	9.70140287
839	9.701392332
840	9.701390988
841	9.701346833
842	9.701306848
843	9.701291449
844	9.701284899
845	9.701276322
846	9.701268335
847	9.701259974
848	9.701259226
849	9.701255964
850	9.70125401
851	9.701249018
852	9.70120879
853	9.701207666
854	9.701202855
855	9.701196823
856	9.701182522
857	9.701173618
858	9.70111963
859	9.701110862
860	9.701061106
861	9.701016046
862	9.701015366
863	9.700983761
864	9.700979618
865	9.700953189
866	9.700912432
867	9.700839511
868	9.700813901
869	9.700753613
870	9.700741038
871	9.700692892
872	9.700683927
873	9.700663438
874	9.700641825
875	9.700637941
876	9.700634601
877	9.700594178
878	9.700547129
879	9.700517787
880	9.700502003
881	9.700468468
882	9.700464572
883	9.700428885
884	9.700423463
885	9.700412745
886	9.70035839
887	9.700357416
888	9.70035551
889	9.700340617
890	9.70033471
891	9.700310591
892	9.70030967
893	9.700308042
894	9.700302204
895	9.700285339
896	9.700275694
897	9.700266055
898	9.700231812
899	9.700228836
900	9.700215582
901	9.700189597
902	9.700166094
903	9.700161032
904	9.700126106
905	9.700081925
906	9.700076418
907	9.700064895
908	9.700063694
909	9.700048345
910	9.700044768
911	9.700031647
912	9.69996311
913	9.699951488
914	9.699949784
915	9.699943074
916	9.699922851
917	9.699883589
918	9.699866306
919	9.699824591
920	9.699761475
921	9.69975065
922	9.699737552
923	9.699710888
924	9.699705448
925	9.699702752
926	9.699701289
927	9.699674791
928	9.699667153
929	9.699622364
930	9.699616852
931	9.699589783
932	9.699588973
933	9.699579093
934	9.6995753
935	9.699564328
936	9.699525989
937	9.699524167
938	9.69951291
939	9.699509409
940	9.699477178
941	9.699442147
942	9.699441184
943	9.699425321
944	9.699415393
945	9.699400466
946	9.69936006
947	9.699355594
948	9.699346497
949	9.699320197
950	9.699313896
951	9.699278072
952	9.699257749
953	9.699215515
954	9.699203831
955	9.699191973
956	9.699191234
957	9.699166746
958	9.699119516
959	9.699116696
960	9.69911212
961	9.699070942
962	9.69906601
963	9.699063081
964	9.699023469
965	9.699016699
966	9.699014668
967	9.699011193
968	9.698977076
969	9.698965009
970	9.698959657
971	9.698928631
972	9.698904916
973	9.69888472
974	9.698879553
975	9.698837398
976	9.698826549
977	9.698825516
978	9.69881581
979	9.698808613
980	9.698781417
981	9.698766247
982	9.698761681
983	9.698760988
984	9.698730726
985	9.698729024
986	9.698675574
987	9.698675227
988	9.698655531
989	9.698651228
990	9.69864577
991	9.698643361
992	9.698637784
993	9.698630362
994	9.698606546
995	9.698605321
996	9.698603292
997	9.698601404
998	9.698599116
999	9.698596767
