iter	RMSE
447	17.43334581
448	17.41344844
449	17.4068812
450	17.3815987
451	17.37046084
452	17.35070332
453	17.33825573
454	17.32629748
455	17.30283726
456	17.28706121
457	17.26165856
458	17.24135304
459	17.23389734
460	17.21479595
461	17.19554383
462	17.18472693
463	17.16941282
464	17.14888692
465	17.13554988
466	17.11270136
467	17.09408828
468	17.08658545
469	17.07191583
470	17.05776359
471	17.04231938
472	17.03659775
473	17.01956474
474	17.00669752
475	16.99612101
476	16.98984557
477	16.98232335
478	16.97485639
479	16.9693904
480	16.96150382
481	16.94037754
482	16.93094492
483	16.9157364
484	16.89971929
485	16.88150651
486	16.86719652
487	16.85532862
488	16.84665652
489	16.83413766
490	16.82539098
491	16.81004608
492	16.79531727
493	16.78199553
494	16.77242577
495	16.76260089
496	16.74867196
497	16.73284112
498	16.71881396
499	16.69941574
500	16.69057291
501	16.67152898
502	16.66215494
503	16.64371556
504	16.63210243
505	16.60257036
506	16.58803683
507	16.57259196
508	16.56897786
509	16.55817963
510	16.54700704
511	16.53221511
512	16.52195083
513	16.51924477
514	16.51425759
515	16.50534852
516	16.49273
517	16.48424584
518	16.4723556
519	16.46340715
520	16.44879181
521	16.43928166
522	16.428389
523	16.42306608
524	16.41230248
525	16.40599908
526	16.4013101
527	16.39137895
528	16.3742345
529	16.36335601
530	16.35270122
531	16.34776272
532	16.34010704
533	16.33042932
534	16.32028369
535	16.30982296
536	16.30244406
537	16.29209157
538	16.28460344
539	16.28050353
540	16.27289606
541	16.25935875
542	16.2516386
543	16.23580318
544	16.2312045
545	16.22689346
546	16.22159222
547	16.20928099
548	16.20553343
549	16.18992698
550	16.18586381
551	16.17556012
552	16.16480814
553	16.15441483
554	16.14273608
555	16.13172579
556	16.12080021
557	16.11694874
558	16.10705685
559	16.09785147
560	16.08792602
561	16.07259974
562	16.06299684
563	16.05947427
564	16.04944868
565	16.03736122
566	16.02947445
567	16.02173648
568	16.0104343
569	16.00438808
570	15.99514516
571	15.98021612
572	15.97586199
573	15.96930378
574	15.96268774
575	15.95679737
576	15.95174377
577	15.94623923
578	15.93157249
579	15.92469323
580	15.91592443
581	15.91016292
582	15.90167958
583	15.88947121
584	15.88473835
585	15.87979233
586	15.87257906
587	15.86408115
588	15.85672543
589	15.84570168
590	15.83369358
591	15.82822497
592	15.80536685
593	15.78519976
594	15.77796519
595	15.76955206
596	15.761408
597	15.75717142
598	15.73729907
599	15.7287221
600	15.72048675
601	15.71134613
602	15.70200635
603	15.69124734
604	15.68613808
605	15.67310185
606	15.66522158
607	15.6484582
608	15.6397429
609	15.6358784
610	15.62760212
611	15.62166772
612	15.61349388
613	15.59683727
614	15.59103751
615	15.58207534
616	15.57807326
617	15.57431113
618	15.56860925
619	15.55293645
620	15.54488728
621	15.5376833
622	15.53458541
623	15.50304881
624	15.49874993
625	15.488486
626	15.48396896
627	15.48089685
628	15.4763138
629	15.47144932
630	15.46533038
631	15.46028973
632	15.45599374
633	15.44728874
634	15.43582238
635	15.43044187
636	15.42512838
637	15.42134865
638	15.41752572
639	15.41330596
640	15.40772568
641	15.40374056
642	15.39614143
643	15.39096878
644	15.38750798
645	15.38109396
646	15.37658374
647	15.36814195
648	15.36417982
649	15.35776903
650	15.35457302
651	15.3450813
652	15.34197397
653	15.33587312
654	15.33025709
655	15.32471552
656	15.31931979
657	15.31543938
658	15.31070616
659	15.30457209
660	15.30142195
661	15.29503859
662	15.29158475
663	15.28379246
664	15.28094319
665	15.27602298
666	15.26752624
667	15.2645618
668	15.25904099
669	15.25351005
670	15.25054367
671	15.2376974
672	15.23275642
673	15.22677164
674	15.22301319
675	15.21508351
676	15.21085013
677	15.20682723
678	15.20346212
679	15.19445041
680	15.17887446
681	15.17646304
682	15.17298419
683	15.16571184
684	15.15244311
685	15.14710904
686	15.14174398
687	15.13868709
688	15.13532138
689	15.13285066
690	15.12814773
691	15.11498351
692	15.11123226
693	15.10740441
694	15.09497922
695	15.09049285
696	15.08363251
697	15.07840231
698	15.0711295
699	15.06629939
700	15.06159122
701	15.05082336
702	15.04543807
703	15.04088048
704	15.03695721
705	15.03147503
706	15.0263617
707	15.02244365
708	15.01984385
709	15.01518072
710	15.01326982
711	15.01080888
712	15.00684802
713	15.00254495
714	14.99862056
715	14.99562988
716	14.98573964
717	14.97438567
718	14.96978501
719	14.96633588
720	14.96143165
721	14.95227203
722	14.94965669
723	14.94255104
724	14.93262199
725	14.92900434
726	14.92341927
727	14.92130761
728	14.91803107
729	14.90953755
730	14.90267786
731	14.89684224
732	14.89321426
733	14.88955166
734	14.88340112
735	14.88000198
736	14.87647647
737	14.87190803
738	14.86594276
739	14.85947781
740	14.85604224
741	14.8476063
742	14.84320867
743	14.84013917
744	14.83596569
745	14.83185559
746	14.82569926
747	14.82244615
748	14.80650026
749	14.80283403
750	14.79930464
751	14.79394304
752	14.78885212
753	14.78191043
754	14.77430518
755	14.77201236
756	14.75100576
757	14.74406237
758	14.73095594
759	14.72847151
760	14.70936271
761	14.70762264
762	14.70446748
763	14.70175306
764	14.6987506
765	14.69728238
766	14.69304118
767	14.69102315
768	14.68808177
769	14.68629284
770	14.68135294
771	14.679363
772	14.67678023
773	14.67500711
774	14.66697846
775	14.66302067
776	14.65052265
777	14.64708147
778	14.6462571
779	14.64303754
780	14.6404082
781	14.63808371
782	14.6300724
783	14.62815062
784	14.62574788
785	14.62197732
786	14.61778074
787	14.61431146
788	14.61036398
789	14.60957978
790	14.60272622
791	14.59942261
792	14.59593782
793	14.591415
794	14.58773371
795	14.58233249
796	14.57947115
797	14.57668148
798	14.56904998
799	14.56846388
800	14.55091481
801	14.54843781
802	14.54575686
803	14.54254071
804	14.54012423
805	14.53643182
806	14.53293202
807	14.53203187
808	14.52576484
809	14.52431059
810	14.50824053
811	14.50601478
812	14.50047255
813	14.49727409
814	14.49234062
815	14.48943345
816	14.48493112
817	14.48159752
818	14.47762037
819	14.47066221
820	14.46770569
821	14.46302921
822	14.45627859
823	14.45376412
824	14.45013501
825	14.44731474
826	14.44546547
827	14.43422944
828	14.43075078
829	14.42364619
830	14.41608902
831	14.40822119
832	14.40585899
833	14.40378541
834	14.39806253
835	14.39471991
836	14.39261493
837	14.39204754
838	14.38564807
839	14.38181421
840	14.37872169
841	14.36966341
842	14.36665011
843	14.36506304
844	14.3624055
845	14.35954553
846	14.35878566
847	14.3554157
848	14.35311348
849	14.35115084
850	14.34892062
851	14.34819171
852	14.34607151
853	14.33413544
854	14.32910529
855	14.32707042
856	14.31774439
857	14.31679079
858	14.31199642
859	14.31127603
860	14.30741206
861	14.30672249
862	14.30421057
863	14.3020855
864	14.29940093
865	14.29738128
866	14.29020934
867	14.28460189
868	14.28302886
869	14.27969657
870	14.2779157
871	14.27626588
872	14.27399502
873	14.27196984
874	14.26743257
875	14.26535951
876	14.26325314
877	14.2611226
878	14.25046948
879	14.24900706
880	14.24835183
881	14.24625394
882	14.24295808
883	14.23948838
884	14.23894461
885	14.23780543
886	14.23228222
887	14.2317584
888	14.23125674
889	14.22890469
890	14.22222191
891	14.22033226
892	14.21618012
893	14.21569814
894	14.21405619
895	14.21142432
896	14.20141125
897	14.19902221
898	14.19405234
899	14.19071772
900	14.1863174
901	14.17565818
902	14.17390507
903	14.17164643
904	14.16230704
905	14.16184269
906	14.16011969
907	14.15827977
908	14.1561383
909	14.15417766
910	14.15158156
911	14.14984981
912	14.14749524
913	14.14704841
914	14.14496538
915	14.14125586
916	14.13939572
917	14.13742915
918	14.13151036
919	14.13003821
920	14.12857504
921	14.12207208
922	14.1204081
923	14.11908862
924	14.11485841
925	14.1142233
926	14.11261371
927	14.11080474
928	14.10898763
929	14.10596179
930	14.10472684
931	14.10016718
932	14.09503322
933	14.0894202
934	14.08460328
935	14.08181641
936	14.0779235
937	14.07572537
938	14.07415845
939	14.07121983
940	14.06778369
941	14.06505049
942	14.05857851
943	14.05715848
944	14.05655276
945	14.05456392
946	14.04943588
947	14.03832466
948	14.0360527
949	14.0343047
950	14.03389042
951	14.03082671
952	14.02755989
953	14.02669023
954	14.0221578
955	14.01929613
956	14.01754238
957	14.01336946
958	14.01141738
959	14.00881825
960	14.0069091
961	14.00495077
962	14.00434306
963	14.00030298
964	13.9985707
965	13.99714231
966	13.99419964
967	13.99118746
968	13.99059681
969	13.9890157
970	13.98696844
971	13.98373674
972	13.98104673
973	13.97556355
974	13.97449443
975	13.97280233
976	13.969312
977	13.96727377
978	13.96524124
979	13.96137349
980	13.95881743
981	13.95674493
982	13.95616802
983	13.95271512
984	13.95147843
985	13.95109381
986	13.94934933
987	13.94898068
988	13.9442488
989	13.9438713
990	13.94182964
991	13.93920257
992	13.93451869
993	13.93121825
994	13.92920793
995	13.92368191
996	13.92116122
997	13.91860923
998	13.91548984
999	13.91514923
